diretor,ano,diretor_primeiro_nome,genero
Lasse Hallström,2006,Lasse,NA
Craig R. Baxley,1991,Craig R.,NA
John Hillcoat,2009,John,male
Marcos Siega,2005,Marcos,male
Rachel Talalay,1995,Rachel,female
Jeffrey W. Byrd,2005,Jeffrey W.,NA
Uwe Boll,2005,Uwe,male
Andrew Adamson,2012,Andrew,male
Robert Towne,1998,Robert,male
Werner Herzog,2009,Werner,male
Taylor Hackford,2010,Taylor,male
Ridley Scott,2013,Ridley,male
Mario Van Peebles,2014,Mario Van,NA
Stephen Frears,1988,Stephen,male
Leonard Nimoy,1986,Leonard,male
Sylvester Stallone,2006,Sylvester,male
Wes Craven,1997,Wes,male
Gavin O'Connor,2016,Gavin,male
Jonathan Lynn,2000,Jonathan,male
Herbert Ross,1984,Herbert,male
Todd Phillips,2003,Todd,male
Terry Gilliam,1991,Terry,male
Danny Cannon,1998,Danny,male
Bonnie Hunt,2000,Bonnie,female
Kevin Smith,2008,Kevin,male
Grant Heslov,2009,Grant,male
George Gallo,2001,George,male
James Mangold,1999,James,male
Robert Luketic,2004,Robert,male
Tim Hill,1999,Tim,male
Sidney Lumet,1978,Sidney,male
Brian Robbins,2000,Brian,male
Ron Shelton,1999,Ron,male
Douglas McGrath,2011,Douglas,male
Alexandre Aja,2010,Alexandre,male
Kevin Spacey,2004,Kevin,male
Steve Boyum,1998,Steve,male
George Tillman Jr.,2010,George Tillman,NA
Ruben Fleischer,2009,Ruben,male
Frank Coraci,1998,Frank,male
Irvin Kershner,1980,Irvin,male
Michael Bay,1995,Michael,male
David Zucker,1991,David,male
James Wong,2000,James,male
George Clooney,2011,George,male
David Twohy,2000,David,male
Tony Goldwyn,2001,Tony,male
Spike Jonze,2013,Spike,male
John Dahl,2001,John,male
Wayne Wang,1999,Wayne,male
Michael Dinner,2000,Michael,male
Joseph Sargent,1987,Joseph,male
Jerry Zaks,1996,Jerry,male
Fred Durst,2008,Fred,male
Simon Wincer,1991,Simon,male
Paul Haggis,2007,Paul,male
Mira Nair,2004,Mira,female
Mikael Håfström,2007,Mikael,male
Mel Brooks,1987,Mel,male
Jerry Zucker,1990,Jerry,male
Bobby Farrelly,1998,Bobby,male
John Pasquin,1994,John,male
John Lee Hancock,2002,John Lee,NA
Andy Fickman,2007,Andy,male
Clint Eastwood,1995,Clint,male
Luke Greenfield,2001,Luke,male
Lasse Hallström,2014,Lasse,NA
Irwin Winkler,1995,Irwin,male
Jessie Nelson,2001,Jessie,male
Christopher Spencer,2014,Christopher,male
Mikael Håfström,2005,Mikael,male
Steven Soderbergh,2009,Steven,male
Mike Bigelow,2005,Mike,male
Ken Scott,2013,Ken,male
Dennis Dugan,2001,Dennis,male
David Bowers,2012,David,male
Spike Lee,1999,Spike,male
Kevin Smith,2001,Kevin,male
Daniel Sackheim,2001,Daniel,male
Gary Fleder,2013,Gary,male
David O. Russell,2004,David O.,NA
Fred Dekker,1993,Fred,male
Brian Trenchard-Smith,2001,Brian,male
Blake Edwards,1970,Blake,male
David Palmer,2012,David,male
Callie Khouri,2008,Callie,female
William Friedkin,1977,William,male
John Curran,2010,John,male
Scott Cooper,2013,Scott,male
Tony Gilroy,2007,Tony,male
Peter Segal,1996,Peter,male
Mark Pellington,1999,Mark,male
Woody Allen,2012,Woody,male
Clint Eastwood,1982,Clint,male
Trey Parker,1999,Trey,male
Frank Oz,2007,Frank,male
Stuart Gillard,1993,Stuart,male
Brian Robbins,2001,Brian,male
David O. Russell,2012,David O.,NA
Tyler Perry,2010,Tyler,male
Jeff Wadlow,2008,Jeff,male
Katt Shea,1999,Katt,NA
Sam Mendes,2009,Sam,male
Joshua Michael Stern,2008,Joshua Michael,NA
Brad Silberling,2002,Brad,male
John Duigan,1999,John,male
Jodie Foster,2011,Jodie,female
Colin Higgins,1982,Colin,male
Steven Spielberg,1981,Steven,male
Chris Columbus,1992,Chris,male
Steven Spielberg,1977,Steven,male
Jim Sonzero,2006,Jim,male
Tony Scott,1987,Tony,male
Adam Shankman,2003,Adam,male
Jonathan Demme,1991,Jonathan,male
Penelope Spheeris,1992,Penelope,female
Jeff Tremaine,2010,Jeff,male
Jeannot Szwarc,1978,Jeannot,NA
Raja Gosnell,2008,Raja,male
James Wan,2013,James,male
Brian Levant,2005,Brian,male
Ben Falcone,2014,Ben,male
Richard Linklater,2003,Richard,male
Paul W.S. Anderson,1995,Paul W.S.,NA
Keenen Ivory Wayans,2004,Keenen Ivory,NA
Alexander Payne,2011,Alexander,male
Andrew Davis,2003,Andrew,male
Julie Anne Robinson,2010,Julie Anne,NA
Steve McQueen,2013,Steve,male
Charles Stone III,2002,Charles Stone,NA
Tim Burton,1990,Tim,male
Tyler Perry,2012,Tyler,male
William Friedkin,1971,William,male
Jon Lucas,2016,Jon,male
Aaron Seltzer,2006,Aaron,male
Robin Budd,2002,Robin,female
Steve Trenbirth,2003,Steve,male
Stephen Kay,2005,Stephen,male
Mennan Yapo,2007,Mennan,NA
Jun Falkenstein,2000,Jun,male
Jaume Collet-Serra,2009,Jaume,NA
Boaz Yakin,2015,Boaz,male
Jason Friedberg,2007,Jason,male
Tom McCarthy,2015,Tom,male
Neil LaBute,2008,Neil,male
Takashi Shimizu,2006,Takashi,male
Kevin Rodney Sullivan,1998,Kevin Rodney,NA
Peter Hewitt,1991,Peter,male
Barry Levinson,2006,Barry,male
Gary Nelson,1979,Gary,male
Anton Corbijn,2010,Anton,male
Gregory Nava,1997,Gregory,male
Jason Friedberg,2010,Jason,male
John Patrick Shanley,2008,John Patrick,NA
Trey Parker,2004,Trey,male
John Luessenhop,2013,John,male
Jon Amiel,1995,Jon,male
Malcolm D. Lee,2013,Malcolm D.,NA
Joshua Logan,1969,Joshua,male
Gus Van Sant,2008,Gus Van,NA
Kevin Reynolds,2016,Kevin,male
Steve Beck,2002,Steve,male
Todd Strauss-Schulson,2011,Todd,male
John McNaughton,1998,John,male
Nelson McCormick,2009,Nelson,male
John Madden,2010,John,male
John Schlesinger,1996,John,male
Michel Gondry,2004,Michel,male
Andy Fickman,2010,Andy,male
David Ayer,2008,David,male
Andrew Fleming,2007,Andrew,male
Jim Field Smith,2010,Jim Field,NA
William Brent Bell,2006,William Brent,NA
Anthony Bell,2010,Anthony,male
Renny Harlin,2006,Renny,male
Robert Rodriguez,2009,Robert,male
Gus Van Sant,1995,Gus Van,NA
Henry Joost,2016,Henry,male
Ed Harris,2008,Ed,male
John Carpenter,1998,John,male
Alfred Hitchcock,1960,Alfred,male
Howard Deutch,2008,Howard,male
Shana Feste,2014,Shana,female
Garry Marshall,2007,Garry,male
Steve Rash,1981,Steve,male
Richard Donner,1985,Richard,male
Mark Steven Johnson,1998,Mark Steven,NA
Mike Binder,2007,Mike,male
Sean Penn,2007,Sean,male
Todd Phillips,2006,Todd,male
Robert Rodriguez,1996,Robert,male
Frank Nissen,2005,Frank,male
Jodie Foster,1995,Jodie,female
Peter Hastings,2002,Peter,male
Marc Forster,2007,Marc,male
Alejandro G. Iñárritu,2003,Alejandro G.,NA
Paul Abascal,2004,Paul,male
Chris Koch,2003,Chris,male
Amy Heckerling,2000,Amy,female
Michael Moore,2009,Michael,male
George Stevens,1965,George,male
Billy Ray,2015,Billy,male
Nimród Antal,2009,Nimród,NA
Jon Amiel,1997,Jon,male
Mark Mylod,2011,Mark,male
Barry Levinson,2004,Barry,male
Woody Allen,1994,Woody,male
Michael O. Sajbel,2006,Michael O.,NA
Gore Verbinski,2005,Gore,NA
Walter Hill,2002,Walter,male
David Koepp,2008,David,male
Renny Harlin,2009,Renny,male
Charles T. Kanganis,1994,Charles T.,NA
John Hillcoat,2016,John,male
Woody Allen,1997,Woody,male
John Wells,2015,John,male
Neil Jordan,1989,Neil,male
Woody Allen,1996,Woody,male
James Wan,2007,James,male
Kirk Jones,2009,Kirk,male
Les Mayfield,2007,Les,male
Michael Lembeck,2004,Michael,male
Bob Fosse,1969,Bob,male
Paul Thomas Anderson,2014,Paul Thomas,NA
Dave Borthwick,2006,Dave,male
Benson Lee,2013,Benson,male
David Zucker,2008,David,male
Richard Linklater,2006,Richard,male
Michael Apted,2012,Michael,male
Todd Graff,2009,Todd,male
Jonathan Glazer,2004,Jonathan,male
J.C. Chandor,2014,J.C.,NA
Marc Abraham,2008,Marc,male
Todd Haynes,2007,Todd,male
Mabrouk El Mechri,2012,Mabrouk El,NA
Rian Johnson,2008,Rian,male
Charlie Kaufman,2008,Charlie,male
Nancy Walker,1980,Nancy,female
Angelo Pizzo,2015,Angelo,male
Richard Benjamin,2003,Richard,male
Kurt Wimmer,2002,Kurt,male
James Gray,2000,James,male
Matthew Diamond,2012,Matthew,male
Angelina Jolie Pitt,2015,Angelina Jolie,NA
David Anspaugh,2005,David,male
Andrew Jarecki,2010,Andrew,male
Kevin Reynolds,1994,Kevin,male
Kevin Munroe,2010,Kevin,male
Daniel Algrant,2002,Daniel,male
Julie Taymor,2010,Julie,female
Jane Clark,2007,Jane,female
Tom Walsh,2014,Tom,male
James McTeigue,2015,James,male
Scott Walker,2013,Scott,male
Kevin Costner,1990,Kevin,male
Jake Kasdan,2011,Jake,male
Harold Becker,1989,Harold,male
Mark Rosman,2004,Mark,male
Wes Craven,1996,Wes,male
Steve Beck,2001,Steve,male
Stanley Kubrick,1980,Stanley,male
Robert Zemeckis,1985,Robert,male
William Malone,1999,William,male
Tyler Perry,2009,Tyler,male
Rob Hawk,2016,Rob,male
Josh Gordon,2010,Josh,male
Breck Eisner,2010,Breck,male
Brian Percival,2013,Brian,male
Sean Anders,2008,Sean,male
Anand Tucker,2010,Anand,male
Anthony Mann,1964,Anthony,male
Michael Dowse,2011,Michael,male
Daniel Barnz,2012,Daniel,male
Emile Ardolino,1993,Emile,male
James Schamus,2016,James,male
Andrew Douglas,2005,Andrew,male
Spike Jonze,2002,Spike,male
Terry Gilliam,1998,Terry,male
Ricky Gervais,2009,Ricky,male
Nicholas Stoller,2014,Nicholas,male
Chuck Russell,1994,Chuck,male
Penny Marshall,1988,Penny,female
Larry Charles,2006,Larry,male
Robert Luketic,2001,Robert,male
Leonard Nimoy,1984,Leonard,male
Scott Derrickson,2005,Scott,male
Mike Mitchell,1999,Mike,male
Vic Armstrong,2014,Vic,male
Thomas Bezucha,2005,Thomas,male
Kevin Rodney Sullivan,2004,Kevin Rodney,NA
Terry Zwigoff,2003,Terry,male
Jay Roach,1997,Jay,male
Kirk Jones,2016,Kirk,male
David Bowers,2011,David,male
John McTiernan,1987,John,male
Milos Forman,1984,Milos,male
Nelson McCormick,2008,Nelson,male
Mark Waters,2004,Mark,male
Audrey Wells,2003,Audrey,female
Francis Ford Coppola,1986,Francis Ford,NA
Alejandro G. Iñárritu,2014,Alejandro G.,NA
Woody Allen,2013,Woody,male
Paul Greengrass,2006,Paul,male
Bille Woodruff,2003,Bille,female
Rick Friedberg,1996,Rick,male
John Carpenter,1980,John,male
Sean McNamara,2011,Sean,male
Mike Nichols,1970,Mike,male
Jody Hill,2009,Jody,female
Richard Fleischer,1984,Richard,male
Martin Scorsese,1980,Martin,male
Brandon Camp,2009,Brandon,male
Barry Levinson,1985,Barry,male
Kevin Tancharoen,2009,Kevin,male
Danny Boyle,2010,Danny,male
Woody Allen,2000,Woody,male
Nicholas Hytner,2000,Nicholas,male
Jessie Nelson,2015,Jessie,male
Bart Freundlich,2004,Bart,male
Irwin Winkler,2001,Irwin,male
Miguel Arteta,2009,Miguel,male
William A. Fraker,1981,William A.,NA
John Boorman,2001,John,male
Brian De Palma,1981,Brian De,NA
Courtney Solomon,2013,Courtney,female
Ang Lee,1997,Ang,NA
Rob Reiner,2014,Rob,male
Jeff Kanew,1989,Jeff,male
Adrian Lyne,1986,Adrian,male
Matthew Robbins,1981,Matthew,male
Tim Burton,1994,Tim,male
Jason Reitman,2013,Jason,male
Hal Needham,1982,Hal,male
Woody Allen,2003,Woody,male
Zack Ward,2016,Zack,male
Mike Marvin,1986,Mike,male
D.J. Caruso,2002,D.J.,NA
Nimród Antal,2013,Nimród,NA
George A. Romero,1985,George A.,NA
Chuck Russell,2016,Chuck,male
Greg Mottola,2007,Greg,male
Jon M. Chu,2008,Jon M.,NA
Cory Edwards,2005,Cory,male
Kasi Lemmons,2013,Kasi,female
Brian A Miller,2014,Brian A,NA
Matt Dillon,2002,Matt,male
Alejandro Amenábar,2001,Alejandro,male
James Cameron,1986,James,male
George Cukor,1964,George,male
Jim Gillespie,1997,Jim,male
Luke Greenfield,2014,Luke,male
Alexander Payne,2004,Alexander,male
Jay Chandrasekhar,2006,Jay,male
John Carpenter,1978,John,male
John Hoffman,2003,John,male
Michael Lehmann,2002,Michael,male
John Fortenberry,1998,John,male
Daniel Barnz,2011,Daniel,male
Alexandre Aja,2006,Alexandre,male
Sam Weisman,2003,Sam,male
Niki Caro,2015,Niki,female
Erik White,2010,Erik,male
Chris Robinson,2006,Chris,male
Jason Moore,2012,Jason,male
Michael Tollin,2001,Michael,male
Robert Harmon,2002,Robert,male
Trent Cooper,2006,Trent,male
Gary Halvorson,1999,Gary,male
Antoine Fuqua,2009,Antoine,male
Nicholas Ray,1963,Nicholas,male
Fede Alvarez,2013,Fede,NA
Donald Petrie,2009,Donald,male
Paul Weitz,2006,Paul,male
Rowdy Herrington,2004,Rowdy,male
Neil Burger,2006,Neil,male
Noel Marshall,1981,Noel,male
Jack Smight,1977,Jack,male
Todd Lincoln,2012,Todd,male
Howard Zieff,1991,Howard,male
Steven Shainberg,2006,Steven,male
Oliver Stone,1987,Oliver,male
Ang Lee,1995,Ang,NA
Joe Nussbaum,2007,Joe,male
Vadim Perelman,2003,Vadim,NA
Peter Weir,1989,Peter,male
Peter Farrelly,1994,Peter,male
Rob Reiner,1989,Rob,male
Sidney Lumet,1982,Sidney,male
Todd Phillips,2000,Todd,male
Brian Robbins,1999,Brian,male
David S. Goyer,2009,David S.,NA
Wes Anderson,2012,Wes,male
Jonathan Liebesman,2006,Jonathan,male
Cyrus Nowrasteh,2016,Cyrus,male
Perry Andelin Blake,2002,Perry Andelin,NA
John Whitesell,2001,John,male
John Singleton,2001,John,male
Christian E. Christiansen,2011,Christian E.,NA
Dennie Gordon,2001,Dennie,male
Sheldon Lettich,1991,Sheldon,male
Diane English,2008,Diane,female
Robert Iscove,2000,Robert,male
Peter Kosminsky,2002,Peter,male
Karyn Kusama,2009,Karyn,female
Nick Gomez,2000,Nick,male
Woody Allen,1987,Woody,male
Allen Coulter,2010,Allen,male
Clare Kilner,2003,Clare,female
Richard Benjamin,1988,Richard,male
Jonathan Demme,1993,Jonathan,male
Lance Rivera,2004,Lance,male
Ronald Neame,1979,Ronald,male
Bruce Paltrow,2000,Bruce,male
Woody Allen,2002,Woody,male
Adam Rifkin,1999,Adam,male
Susanne Bier,2007,Susanne,female
Kenneth Johnson,1997,Kenneth,male
James Gray,2013,James,male
Jessy Terrero,2004,Jessy,male
Amy Heckerling,2012,Amy,female
Lasse Hallström,2009,Lasse,NA
Tommy Lee Jones,2014,Tommy Lee,NA
Jesse Vaughan,2002,Jesse,male
William Bindley,2001,William,male
Wayne Beach,2005,Wayne,male
Martin Brest,1984,Martin,male
Chris Columbus,1990,Chris,male
Leonard Nimoy,1987,Leonard,male
Sydney Pollack,1982,Sydney,female
Tony Scott,1986,Tony,male
Sam Mendes,1999,Sam,male
Ivan Reitman,1988,Ivan,male
Udayan Prasad,2008,Udayan,NA
Steven Spielberg,1985,Steven,male
Howard Zieff,1980,Howard,male
Michael Apted,1980,Michael,male
Thor Freudenthal,2010,Thor,male
Harold Ramis,1983,Harold,male
Jeff Tremaine,2013,Jeff,male
Tim Burton,1988,Tim,male
Tyler Perry,2007,Tyler,male
Gillian Armstrong,1994,Gillian,female
Simon West,2006,Simon,male
Shawn Levy,2002,Shawn,male
Barry Levinson,1997,Barry,male
Jim Fall,2003,Jim,male
Ric Roman Waugh,2013,Ric Roman,NA
Michael Dougherty,2015,Michael,male
Robert Rodriguez,1998,Robert,male
Brian Gibson,1993,Brian,male
James Mangold,1997,James,male
Joel Gallen,2001,Joel,male
David Ayer,2012,David,male
Rob Cohen,2000,Rob,male
John Whitesell,2003,John,male
Matt Williams,2000,Matt,male
Rob Zombie,2009,Rob,male
Jean-Marc Vallée,2014,Jean-Marc,NA
Dennis Iliadis,2009,Dennis,male
Clare Kilner,2005,Clare,female
Rick Rosenthal,2002,Rick,male
Rob Reiner,1987,Rob,male
Denzel Washington,2007,Denzel,male
Nicolas Winding Refn,2011,Nicolas Winding,NA
Nicholas Hytner,1998,Nicholas,male
Thomas Carter,2014,Thomas,male
Wayne Wang,2005,Wayne,male
Gina Prince-Bythewood,2000,Gina,female
George Armitage,1997,George,male
Phil Traill,2009,Phil,male
Joe Berlinger,2000,Joe,male
Andrew Fleming,1996,Andrew,male
Elizabeth Allen Rosenbaum,2010,Elizabeth Allen,NA
Paul Thomas Anderson,1997,Paul Thomas,NA
Robert Harmon,1993,Robert,male
Michael Mayer,2006,Michael,male
Martin Weisz,2007,Martin,male
John Ottman,2000,John,male
Jay Russell,2002,Jay,male
John Bonito,2006,John,male
Peter Atencio,2016,Peter,male
Derek Cianfrance,2012,Derek,male
Roger Donaldson,2014,Roger,male
Kathryn Bigelow,2008,Kathryn,female
Mark L. Lester,1984,Mark L.,NA
Andrew Dominik,2012,Andrew,male
Tom Green,2001,Tom,male
Mike Nawrocki,2008,Mike,male
Catherine Owens,2007,Catherine,female
Douglas Aarniokoski,2000,Douglas,male
Bryan Barber,2006,Bryan,male
Lone Scherfig,2011,Lone,NA
Drew Barrymore,2009,Drew,male
Brian Koppelman,2001,Brian,male
James Foley,2003,James,male
Albert Brooks,1999,Albert,male
Irwin Winkler,2004,Irwin,male
Woody Allen,1989,Woody,male
RZA,2012,NA,NA
Dean Parisot,1998,Dean,male
Mark Piznarski,2000,Mark,male
Sean McNamara,2004,Sean,male
Joel Coen,1998,Joel,male
Craig Brewer,2006,Craig,male
Ron Shelton,2002,Ron,male
Michael Winterbottom,2007,Michael,male
David Raynr,2000,David,male
Mort Nathan,2002,Mort,male
Dan Curtis,1998,Dan,male
Wil Shriner,2006,Wil,male
Tina Gordon Chism,2013,Tina Gordon,NA
Peter Cattaneo,2008,Peter,male
Vicky Jenson,2009,Vicky,female
Gus Van Sant,2012,Gus Van,NA
Woody Allen,2009,Woody,male
Mary Lambert,2000,Mary,female
Shane Black,2005,Shane,male
Rodman Flender,1999,Rodman,male
Katja von Garnier,2007,Katja von,NA
Woody Allen,2010,Woody,male
Michael Chapman,1986,Michael,male
Antonio Banderas,1999,Antonio,male
Michael Haneke,2007,Michael,male
Gary Fleder,1995,Gary,male
Ryûhei Kitamura,2008,Ryûhei,NA
Dito Montiel,2011,Dito,NA
Jake Paltrow,2007,Jake,male
Harold Ramis,1993,Harold,male
Gregory Jacobs,2015,Gregory,male
Baz Luhrmann,1996,Baz,NA
Peter Cousens,2014,Peter,male
Clint Eastwood,1992,Clint,male
Adrian Lyne,1987,Adrian,male
Garry Marshall,1990,Garry,male
Vidhu Vinod Chopra,2015,Vidhu Vinod,NA
Oliver Stone,1989,Oliver,male
Jon Turteltaub,1993,Jon,male
Patrick Lussier,2009,Patrick,male
Sylvain White,2007,Sylvain,male
Jamie Blanks,1998,Jamie,female
Randal Kleiser,1991,Randal,male
Bruce McCulloch,1999,Bruce,male
Mike Nawrocki,2002,Mike,male
John Singleton,1993,John,male
Kevin Bray,2002,Kevin,male
Wes Craven,1995,Wes,male
John Boorman,1977,John,male
David Twohy,2009,David,male
Rick Famuyiwa,2010,Rick,male
Alan Cohn,1998,Alan,male
Tom Holland,1996,Tom,male
Martin Scorsese,1977,Martin,male
Spike Lee,1994,Spike,male
Chris Rock,2007,Chris,male
James Isaac,2001,James,male
Emilio Estevez,2006,Emilio,male
Mark Waters,2001,Mark,male
Josh Schwartz,2012,Josh,male
Todd Field,2006,Todd,male
Davis Guggenheim,2000,Davis,male
Tony Goldwyn,1999,Tony,male
Stephen Carpenter,2001,Stephen,male
Neil Burger,2008,Neil,male
Kenneth Lonergan,2011,Kenneth,male
Rob Reiner,2010,Rob,male
Ang Lee,2005,Ang,NA
Amy Heckerling,1995,Amy,female
Todd Haynes,2002,Todd,male
Steve Pink,2015,Steve,male
Kasi Lemmons,2001,Kasi,female
Barry Levinson,1987,Barry,male
Jon M. Chu,2011,Jon M.,NA
Darren Aronofsky,2010,Darren,male
Francis Ford Coppola,1974,Francis Ford,NA
Thomas Carter,2001,Thomas,male
Renny Harlin,1988,Renny,male
Patricia Riggen,2016,Patricia,female
Danny Leiner,2000,Danny,male
Christopher Cain,1988,Christopher,male
Theodore Melfi,2014,Theodore,male
Steve Pink,2014,Steve,male
Gil Junger,1999,Gil,male
Ed Decter,2002,Ed,male
Gene Quintano,1993,Gene,male
Jaume Collet-Serra,2016,Jaume,NA
Eric Bress,2004,Eric,male
Chris Koch,2000,Chris,male
Preston A. Whitmore II,2007,Preston A. Whitmore,NA
Bob Clark,1999,Bob,male
Kirk Wong,1998,Kirk,male
Bronwen Hughes,1996,Bronwen,female
John Lafia,1990,John,male
Sam Miller,2014,Sam,male
Frank Darabont,2007,Frank,male
Spike Jonze,1999,Spike,male
Mark Brown,2001,Mark,male
Dave Green,2014,Dave,male
John Stockwell,2001,John,male
Michael Polish,2006,Michael,male
Daisy von Scherler Mayer,1998,Daisy von Scherler,NA
John Waters,1994,John,male
Craig Bolotin,1999,Craig,male
Mark Christopher,1998,Mark,male
Blair Hayes,2001,Blair,male
Jon Lucas,2013,Jon,male
Rod Lurie,2007,Rod,male
Paul Weitz,2013,Paul,male
Atom Egoyan,2009,Atom,male
Paul Mazursky,1996,Paul,male
Stephen Chbosky,2012,Stephen,male
Jon Hess,1993,Jon,male
Douglas McGrath,2006,Douglas,male
Mark Neveldine,2015,Mark,male
Angelina Jolie Pitt,2011,Angelina Jolie,NA
Brad Anderson,2013,Brad,male
Denzel Washington,2002,Denzel,male
Michael Hoffman,2002,Michael,male
Tony Scott,1993,Tony,male
James Foley,1992,James,male
Michael Winterbottom,2010,Michael,male
Paul Schrader,1982,Paul,male
Stewart Hendler,2009,Stewart,male
John Cromwell,1937,John,male
Craig Gillespie,2007,Craig,male
Gillian Armstrong,1997,Gillian,female
Abel Ferrara,1996,Abel,male
Brian Koppelman,2009,Brian,male
Ethan Maniquis,2010,Ethan,male
Don Bluth,1988,Don,male
William Friedkin,1973,William,male
Steven Spielberg,1975,Steven,male
Paul Weitz,1999,Paul,male
Michael Ritchie,1986,Michael,male
Tim Story,2012,Tim,male
Tim Story,2002,Tim,male
Nicholas Meyer,1982,Nicholas,male
Tom Shadyac,1994,Tom,male
John Badham,1983,John,male
Peter Weir,1985,Peter,male
Mike McCoy,2012,Mike,male
Anne Fletcher,2006,Anne,female
Mike Judge,1996,Mike,male
Quentin Tarantino,1997,Quentin,male
Jon Hurwitz,2008,Jon,male
Josh Trank,2012,Josh,male
Tamra Davis,2002,Tamra,female
Nima Nourizadeh,2012,Nima,male
Franklin J. Schaffner,1970,Franklin J.,NA
Mark Romanek,2002,Mark,male
John Erick Dowdle,2008,John Erick,NA
David Moreau,2008,David,male
Christopher Erskin,2004,Christopher,male
Jesse Dylan,2001,Jesse,male
Brian Henson,1992,Brian,male
Julie Taymor,2002,Julie,female
Dan Cutforth,2012,Dan,male
Josh Boone,2014,Josh,male
John Dahl,1998,John,male
Chris Rock,2014,Chris,male
John Frankenheimer,1979,John,male
David Koepp,1999,David,male
Mike Binder,2005,Mike,male
Elizabeth Allen Rosenbaum,2006,Elizabeth Allen,NA
Jake Schreier,2015,Jake,male
Cheryl Dunye,2004,Cheryl,female
Alexander Payne,2013,Alexander,male
Ernest R. Dickerson,1995,Ernest R.,NA
Tim Hill,2001,Tim,male
Jason Reitman,2011,Jason,male
Mark Neveldine,2006,Mark,male
Lionel C. Martin,1997,Lionel C.,NA
Richard LaGravenese,1998,Richard,male
Sanaa Hamri,2010,Sanaa,female
Jonathan Demme,2008,Jonathan,male
Bob Rafelson,1981,Bob,male
Wallace Wolodarsky,2002,Wallace,male
Nicholas Jarecki,2012,Nicholas,male
Dean Israelite,2015,Dean,male
Darnell Martin,2008,Darnell,male
Scott Alexander,2000,Scott,male
Christopher Guest,2006,Christopher,male
Woody Allen,1998,Woody,male
Ryan Murphy,2006,Ryan,male
Robert Iscove,2003,Robert,male
Spike Lee,1996,Spike,male
James Gray,2008,James,male
Roger Spottiswoode,1981,Roger,male
Jon Poll,2007,Jon,male
Peter Care,2002,Peter,male
Ira Sachs,2007,Ira,male
Carroll Ballard,2005,Carroll,male
Takeshi Kitano,2000,Takeshi,male
Anthony Russo,2002,Anthony,male
Vadim Perelman,2007,Vadim,NA
Lawrence Kasdan,2012,Lawrence,male
Alan Rudolph,1999,Alan,male
Vincenzo Natali,2002,Vincenzo,male
Timothy Hines,2015,Timothy,male
Randall Wallace,2014,Randall,male
David Winters,2015,David,male
Mary Lambert,1989,Mary,female
Joe Dante,1984,Joe,male
George Lucas,1977,George,male
Dan Mazer,2016,Dan,male
David Lean,1965,David,male
Kenny Ortega,2008,Kenny,male
David O. Russell,2010,David O.,NA
Jeff Tremaine,2006,Jeff,male
Jonathan Lynn,1992,Jonathan,male
R.J. Cutler,2014,R.J.,NA
David S. Ward,1989,David S.,NA
Adam Shankman,2002,Adam,male
Roger Kumble,1999,Roger,male
Mel Brooks,1981,Mel,male
Gina Prince-Bythewood,2008,Gina,female
Rob Pritts,2001,Rob,male
Brian De Palma,1992,Brian De,NA
Norman Jewison,1978,Norman,male
Tobe Hooper,1986,Tobe,male
Brendan Malloy,2001,Brendan,male
Reginald Hudlin,2000,Reginald,male
Gregory Poirier,2001,Gregory,male
Bill Paxton,2001,Bill,male
Bill Condon,2004,Bill,male
Sam Raimi,1992,Sam,male
Lasse Hallström,1993,Lasse,NA
Mira Nair,1995,Mira,female
Ethan Coen,2013,Ethan,male
Tim Blake Nelson,2001,Tim Blake,NA
William A. Graham,1991,William A.,NA
Martin Ritt,1970,Martin,male
John Turturro,2005,John,male
Agnieszka Holland,2006,Agnieszka,NA
David Hackl,2008,David,male
Lisa Azuelos,2012,Lisa,female
Jaume Balagueró,2002,Jaume,NA
Steven Spielberg,1982,Steven,male
Jon Kasdan,2007,Jon,male
Floyd Mutrux,1994,Floyd,male
Christopher Cain,2007,Christopher,male
Gus Van Sant,1997,Gus Van,NA
Shintaro Shimosawa,2016,Shintaro,NA
Darren Lynn Bousman,2006,Darren Lynn,NA
Ivan Reitman,1981,Ivan,male
Peyton Reed,2000,Peyton,male
Robert Iscove,1999,Robert,male
Darren Lynn Bousman,2007,Darren Lynn,NA
Tyler Perry,2006,Tyler,male
Martin Scorsese,1986,Martin,male
Ken Annakin,1962,Ken,male
Stephen Herek,1992,Stephen,male
Takashi Shimizu,2004,Takashi,male
Dennis Dugan,1996,Dennis,male
Stephen Herek,1989,Stephen,male
Chuck Sheetz,2001,Chuck,male
Mark L. Lester,1985,Mark L.,NA
William Brent Bell,2016,William Brent,NA
John Erick Dowdle,2010,John Erick,NA
Marcus Raboy,2002,Marcus,male
Michael Schultz,1985,Michael,male
Peter Sollett,2008,Peter,male
Kevin Smith,1999,Kevin,male
Bob Dolman,2002,Bob,male
Joe Dante,1983,Joe,male
Rowdy Herrington,1989,Rowdy,male
Keenen Ivory Wayans,1994,Keenen Ivory,NA
John Polson,2002,John,male
Greg Coolidge,2006,Greg,male
Harry Elfont,1998,Harry,male
Francis Ford Coppola,1983,Francis Ford,NA
David Lowery,2016,David,male
David Cronenberg,1983,David,male
Ciarán Foy,2015,Ciarán,NA
Salim Akil,2012,Salim,male
Jamie Blanks,2001,Jamie,female
Olatunde Osunsanmi,2009,Olatunde,male
Robert Altman,2006,Robert,male
Leon Ichaso,1993,Leon,male
